,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:9759110
station_name,"Magueyes Island, PR"
station_code,9759110
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:9759110:C1
lon,-67.0464
lat,17.97
depth,
standard_name,wind_speed
units,m/s
