,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8656483
station_name,"Beaufort, Duke Marine Lab, NC"
station_code,8656483
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8656483:C1
lon,-76.67
lat,34.72
depth,
standard_name,wind_speed
units,m/s
